Wallet,Pending ORI,Pending JUMP,Formatted Pending ORI,Formatted Pending JUMP
0x27Ab820BD484eB6105Ed1d2DaC777bC19dAB7E3a,400849781.31438076,80169956.26287615,4.0084978131438076e-10,8.016995626287616e-11
0x27b5694955B404c7B815446dce46530B1249AC9f,86018674540926170000,17203734908185235000,86.01867454092617,17.203734908185236
0x27dA3a1081C541e270D4Ce703D9EB0E2a005FD92,400826603.31438076,80165320.66287616,4.008266033143808e-10,8.016532066287616e-11
0x28221c3b34bdC62E8d8B1B568a9f7859436ff99b,115197367361742950000,23039473472348590000,115.19736736174295,23.03947347234859
0x2856010289ce3964bB1975C3866CA67745769cb2,19852402797695220000,3970480559539044400,19.852402797695223,3.970480559539044
0x2888810CE66C60f510579fe2CA27Ae4caCfFD261,214680765562977000000,42936153112595400000,214.680765562977,42.9361531125954
0x288bF297A877f579637c488B4019C9a4B2e800Ff,1.329014863301321e+21,265802972660264170000,1329.014863301321,265.8029726602642
0x2896968DC5F226262FA164893BF32601a15b8dec,1586.2909990151256,317.25819980302515,1.5862909990151257e-15,3.1725819980302516e-16
0x28985E309e8bA90C06435054439cCEF53b3a83b2,17211661285608616000,3442332257121723400,17.211661285608617,3.4423322571217234
0x289cDcd2f55c0f7cD32f402c0a3CEc3B4c3DAa49,6551235186656502000,1310247037331300400,6.551235186656502,1.3102470373313004
0x28DD1dd314337e2B60903544E62B53F1Cf0550Be,916251857858122700000,183250371571624540000,916.2518578581228,183.25037157162456
0x28df3d215D6AA83A6F0424C725f5Ef7E8A3Af5E2,400830855.31438076,80166171.06287615,4.008308553143808e-10,8.016617106287616e-11
0x28e65264AFa4192f9C3827dFFe5f38398E5D8F13,15811662005365148000,3162332401073029600,15.811662005365148,3.1623324010730296
0x29045730af941B39B7c7F7951D43Bb50D1f448A7,400837623.31438076,80167524.66287616,4.0083762331438076e-10,8.016752466287616e-11
0x291DCd5237BBaacbDaFc950e332167e826efF8e9,7279615039549012000,1455923007909802500,7.279615039549012,1.4559230079098024
0x2925c19A532D66666Cf669301E14Ab4D23F09872,210453665403906270,42090733080781256,0.21045366540390628,0.042090733080781255
0x293070E769B448044bb378285f395C4Ab18944b5,427101697076072500,85420339415214500,0.42710169707607254,0.0854203394152145
0x2935b80153928218e5eaeB56AFD14fdBa82E4Bf0,87293480414245810000,17458696082849163000,87.29348041424582,17.458696082849162
0x29407d762789346Cb0a993Fc371ba275F496C05B,400850585.31438076,80170117.06287615,4.008505853143808e-10,8.017011706287615e-11
0x294fE6bfCA9a44E4Ff192f1b5E1A273C33d16be6,230720869980256760000,46144173996051350000,230.72086998025677,46.14417399605135
0x294FF10e171Df052024313726a83Fb925F1fD867,400854297.31438076,80170859.46287616,4.0085429731438075e-10,8.017085946287616e-11
0x295bDAB8864E888b5A12898ABB1CB899407a9f62,210251766725053820,42050353345010770,0.21025176672505383,0.04205035334501077
0x296Af8cFaF9AC2FA305B4FD1ef174eE9a6c48a26,9041678790117148000,1808335758023429600,9.041678790117148,1.8083357580234296
0x2978D920a1655abAA315BAd5Baf48A2d89792618,7.790203219972146e+21,1.5580406439944292e+21,7790.203219972146,1558.0406439944293
0x29835367B40e1ab056E4Fd561fF95D365F61e662,400854620.31438076,80170924.06287615,4.0085462031438077e-10,8.017092406287615e-11
0x29D35102B7f8D33B929415B15195A9a917165F99,990045969134589600000,198009193826917900000,990.0459691345895,198.0091938269179
0x2a111b380D9B386acfC081201aBdFF821ae67103,11459964479935818000,2291992895987163600,11.459964479935818,2.2919928959871636
0x2a2e63f8E301581e93cd24d6D28b85583F1C501F,339278586485017900000,67855717297003580000,339.27858648501785,67.85571729700358
0x2A3704d14c8C2E20E5295b8d585D1DbE8229E4f6,90766474096188130000,18153294819237626000,90.76647409618813,18.153294819237626
0x2A47Ef12E577c86722C4c97852039F6480357b49,400824199.31438076,80164839.86287615,4.0082419931438076e-10,8.016483986287615e-11
0x2Aa6028eBD2C0939A601194AE1cD72BBfE34d19C,400854944.31438076,80170988.86287615,4.0085494431438077e-10,8.017098886287615e-11
0x2AAaF697A65557C572e195667658C497CE6737ff,784024970712413800000,156804994142482760000,784.0249707124137,156.80499414248277
0x2abe66C4BCf6CE0ad65e974B7cd723E978cbfE42,400833916.31438076,80166783.26287615,4.0083391631438076e-10,8.016678326287615e-11
0x2B2118DC96b526DCEa49e5A58bbd96652A1B2b41,400832788.31438076,80166557.66287616,4.008327883143808e-10,8.016655766287615e-11
0x2b66758b829B7F590CbF09C245674eCcCbEBF464,400838590.31438076,80167718.06287615,4.0083859031438075e-10,8.016771806287615e-11
0x2b8070EDAB6DA1B24F6B78FbE25EAe106CCFe62A,92394201375095720000,18478840275019145000,92.39420137509572,18.478840275019145
0x2B90fdb87c3C6a5190468ae9750e755312536BA8,400832304.31438076,80166460.86287615,4.008323043143808e-10,8.016646086287615e-11
0x2bB3a894B24653462839a9C7e388e2BFdb2BB395,1.2445348228572843e+21,248906964571456860000,1244.5348228572843,248.90696457145685
0x2bB4Bb40872e266f6ab0FD2F140931714Ad9dA8E,475518939184465200,95103787836893040,0.4755189391844652,0.09510378783689304
0x2BdB2d76feB3da878c853895E4eceb79B42d6231,88691554327792170000,17738310865558434000,88.69155432779218,17.738310865558432
0x2C3c05DF766cA043dF3763Db8c6175AC1bCc4f47,163536784409062200000,32707356881812443000,163.53678440906222,32.707356881812444
0x2c7A503ceE84A2951F8338639Ca965F56f25C76F,94619601735147850000,18923920347029570000,94.61960173514785,18.92392034702957
0x2c886633903311EC011C7f79deCAB0AA76eAEf04,400847448.31438076,80169489.66287616,4.008474483143808e-10,8.016948966287617e-11
0x2Cae5BA240cc0C1626E2b3107C7aA9A7a9B9c3AA,400849540.31438076,80169908.06287615,4.008495403143808e-10,8.016990806287615e-11
0x2Cb86C153de04C8618c250045183c4C982634637,727818416039104900000,145563683207820970000,727.8184160391048,145.56368320782096
0x2CC6DccD979ab51a286b99223b81479d4dfBDcDc,433501327895841800,86700265579168350,0.4335013278958418,0.08670026557916835
0x2Cdb49b5F70C8A05e8E98aAB943AEB1F44FB109F,467786168449496500,93557233689899300,0.4677861684494965,0.0935572336898993
0x2Ce5B79C3e1220CA8B78fb1d63558335f5B0413C,16317625461754923000,3263525092350984700,16.317625461754922,3.2635250923509846
0x2cfBFee1a3Cc3A79DeFaF00C3Dee8ca8466a754E,400841329.31438076,80168265.86287615,4.0084132931438076e-10,8.016826586287615e-11
0x2d058794Eac803533D839996F0Cd55df31862305,430625811751472330000,86125162350294470000,430.6258117514723,86.12516235029446
0x2d0bc6923e90068A187eE88268e5Bd3ee0C3b1b0,400837945.31438076,80167589.06287615,4.008379453143808e-10,8.016758906287615e-11
0x2D36DF4E98A9814E6fD7315B9C77677DF763A1f8,732433962261606300000,146486792452321260000,732.4339622616063,146.48679245232125
0x2D455870a4707275E9F3E820b3cc26397630077d,400852520.31438076,80170504.06287615,4.0085252031438077e-10,8.017050406287616e-11
0x2D5D6C84eD39b93C310f6bb807aF713C5D028C59,4115220013856903000,823044002771380600,4.115220013856903,0.8230440027713806
0x2D60316E25D5D5Cc3dc27c5e418f02E79dB60224,10511839969732740000,2102367993946547700,10.511839969732739,2.102367993946548
0x2d7229dA33f0fc86b15cF0799B1cc52E86D668c0,1.8304537969693358e+21,366090759393867140000,1830.4537969693358,366.09075939386713
0x2DA2f6a0d9B918786b4B4b12ec10A733993FCE10,400843020.31438076,80168604.06287615,4.0084302031438074e-10,8.016860406287615e-11
0x2dBb2CeCeE68D6Dcd7839319A9CD5e787b3999FF,400831096.31438076,80166219.26287615,4.0083109631438076e-10,8.016621926287615e-11
0x2DCf9b6f2668d3dA76D25246eF6D35035A137d5B,4500045730313928700,900009146062785800,4.5000457303139285,0.9000091460627858
0x2dDcF0E00f9f15d2Dd9D0F42Fb8bc41Ab93acA73,3813259208517.365,762651841703.473,0.0000038132592085173654,7.626518417034731e-7
0x2DE182722Ce0A8ca016cb93f8EC48614d54f0BbE,77421809128545910000,15484361825709183000,77.42180912854592,15.484361825709183
0x2De6590DEa6fF917b70447F64CE3C926d071BBbC,117587405408229260000,23517481081645850000,117.58740540822926,23.51748108164585
0x2E1457372986E362b4c2f6BF2cEc2E21752ad1b1,400842215.31438076,80168443.06287615,4.0084221531438077e-10,8.016844306287615e-11
0x2e16F35F7Bc5b0AeD735020aB98EBDAE71D3705d,430688173863738300,86137634772747660,0.4306881738637383,0.08613763477274766
0x2E1732abCeE163ced699aa89a1E11Af196666fc5,400832627.31438076,80166525.46287616,4.0083262731438074e-10,8.016652546287615e-11
0x2E182b16Ec65BfB86E2Ee33ebCD435aD1c57Bb74,409883938945657000,81976787789131410,0.409883938945657,0.08197678778913141
0x2E18caFa3dA83c602385E3203b1443c3F1fB2226,400825161.31438076,80165032.26287615,4.008251613143808e-10,8.016503226287616e-11
0x2E24D844A2CAc640F056e5D2775C6e2205332ae9,400817713.31438076,80163542.66287616,4.008177133143808e-10,8.016354266287616e-11
0x2e596aa9d1BDbC937E1ead0E002189F37234f6e3,1.9573015569803683e+21,391460311396073700000,1957.3015569803683,391.4603113960737
0x2E72d00364485c1C170930c076A5f4E4b2161586,400835689.31438076,80167137.86287615,4.0083568931438077e-10,8.016713786287615e-11
0x2e98CF716de52A0f2905292Ccba48d93b012089b,400832949.31438076,80166589.86287615,4.0083294931438076e-10,8.016658986287615e-11
0x2ec1F2F4366957aD1c607A7dF37dfe8EfA8c0e80,400829488.31438076,80165897.66287616,4.0082948831438076e-10,8.016589766287616e-11
0x2EF4c27499c383A1Ddb995bFfc005F7016336e3D,400826122.31438076,80165224.46287616,4.0082612231438077e-10,8.016522446287616e-11
0x2efe5c2632565d23EA0f6071df648f638e197313,89876422470418890000,17975284494083779000,89.87642247041889,17.975284494083777
0x2F20745AA4d139Ed34321e6B12DCD8F977E70Fa9,6656118601006532000,1331223720201306400,6.656118601006532,1.3312237202013064
0x2F3dA74235076842895098b5112927E356e1C936,430495066991615200,86099013398323040,0.4304950669916152,0.08609901339832304
0x2F900A3819Ae44d7174A21A8B2e5Ba4AE9FacA8e,94570645905801890000,18914129181160380000,94.57064590580188,18.91412918116038
0x2Fc4eA45927CDdC129A8e433A0c26184C8815E3e,281327608164188980000,56265521632837796000,281.327608164189,56.265521632837796
0x30217c34B3a5379eb3c960C7a2D5aBA6d061e7ff,400853651.31438076,80170730.26287615,4.008536513143808e-10,8.017073026287615e-11
0x303AA73440C23015E69E80714698E725b247ED63,464855726049461000,92971145209892200,0.464855726049461,0.09297114520989219
0x306216825C42AE6eC54e106AaED95cDBE6F05F6f,1762843742090914800,352568748418183000,1.7628437420909149,0.352568748418183
0x306C7bc03CC74bFB7eA66Cb5AC9e8b269E2605f2,10531107833808314000,2106221566761663000,10.531107833808314,2.106221566761663
0x3071e467F055540DEC4Dd8C2470727c90D897984,1.5302391736573472e+21,306047834731469500000,1530.2391736573472,306.0478347314695
0x308637C58C5fB879C3520597C1f736bfF9e3DFE7,16315459940598346000,3263091988119669000,16.315459940598345,3.2630919881196694
0x30fe989683C63061283c3459539A8fef02dec409,400818595.31438076,80163719.06287615,4.0081859531438076e-10,8.016371906287615e-11
0x310D5f4701143Ced1F2e1d9D704a91D3d102C3b4,400853651.31438076,80170730.26287615,4.008536513143808e-10,8.017073026287615e-11
0x31191398bE5E7c58015ADaA6133C62F222C5c361,400854378.31438076,80170875.66287616,4.0085437831438074e-10,8.017087566287616e-11
0x3120670B117855B54306c548216a4C25DC704982,120957474790496530000,24191494958099310000,120.95747479049653,24.19149495809931
0x3141d6d97A2C2a5F70aEdf4F94942FBD27f0dBC1,400841812.31438076,80168362.46287616,4.0084181231438077e-10,8.016836246287616e-11
0x315330DD121e77bc8E0BaD326dbC5651275470be,611373757955841000000,122274751591168210000,611.373757955841,122.27475159116821
0x3157840099735904eE5B78D50E17498e02da1e21,242219681002018050000,48443936200403610000,242.21968100201804,48.443936200403606
0x31622b790391137a1c43d217BB8b5E1BbeE56423,387865019110981440000,77573003822196300000,387.86501911098145,77.5730038221963
0x3176Cbd9bA7CdFBb049eC75703A19AD1d36B4535,1372561552877189000,274512310575437820,1.372561552877189,0.27451231057543785
0x317a14afeB23ACf3Ac4296b6C9913aBbA166943A,400841812.31438076,80168362.46287616,4.0084181231438077e-10,8.016836246287616e-11
0x318F8ebC66799005cD4dF5ae77e5Fe6B2855AA8b,474069597883248600,94813919576649710,0.4740695978832486,0.09481391957664971
0x3191a7D664B27731Fb1Da6F0FB723a21c43883E7,2429218649541825000,485843729908365000,2.429218649541825,0.485843729908365
0x31a407631DbD82d2BC41963DAF7F0f3c3535E1EE,255086722922286660,51017344584457330,0.2550867229222867,0.05101734458445733
0x31C61bAD559cbc37B2E44cAEf7E4AD04fb9c5935,614688370663455600000,122937674132691120000,614.6883706634555,122.93767413269113
0x31D79Ed4Cad16dED35D019e23C495914Fb0176e7,629015809012191500000,125803161802438300000,629.0158090121914,125.8031618024383
0x31F4baDCD410E6E7D3f98336CBBae4f92D61C53C,221069992561381740000,44213998512276350000,221.06999256138172,44.21399851227635
0x31FA24Ff1639d4fA7cF89B2832b93Ab0e4aF07d1,1.386066485018688e+21,277213297003737580000,1386.066485018688,277.2132970037376
0x3202eFE4087716D77434BE7bE535068Bc25E9500,201376794028580900,40275358805716180,0.20137679402858089,0.04027535880571618
0x3204F3b401f8dF67f59d9d419DE61F41681D7964,400853974.31438076,80170794.86287615,4.0085397431438074e-10,8.017079486287614e-11
0x322eA64727A676c76195d73954Fab73f96859b15,1276026196837726500,255205239367545280,1.2760261968377264,0.2552052393675453
0x3231407CB4E00ae7C9925f248Ce340b2a2747570,4.0710766604095036e+21,814215332081900700000,4071.076660409504,814.2153320819007
0x324a3D9675B3b92b4D679F61539b35be8e914b5F,4088985758412164600,817797151682432900,4.088985758412164,0.8177971516824329
0x3255fc6D2Bbff39B98c4307268EBFa4283889E1F,249432878019350900,49886575603870184,0.2494328780193509,0.049886575603870185
0x326E90EBe2957EB593CD4210ab7e314c719aCAA2,6.020777502566487e+21,1.2041555005132974e+21,6020.777502566488,1204.1555005132975
0x32700a7ef36827A9714542B69ca2222534907ae0,400847287.31438076,80169457.46287616,4.0084728731438075e-10,8.016945746287615e-11
0x327155e381447CcB9943891df1e027f908c3Bf21,230968351624723820000,46193670324944765000,230.96835162472382,46.19367032494476
0x3298E2f8a0e4bA6819678826f5DF4fFE04ccc9d2,872828944364138500,174565788872827700,0.8728289443641385,0.1745657888728277
0x329a7A5bb15B196B6cf37957d60691e13B211398,7914558988065135000,1582911797613026800,7.914558988065135,1.582911797613027
0x329b0F4597B15cd81D6F62DcF2Ad6B3fE1D74d87,58874903860929315000,11774980772185862000,58.874903860929315,11.774980772185863
0x32a73C5f9370CC64f56b618aEBeF5caEC6BACfd4,400825882.31438076,80165176.46287616,4.008258823143808e-10,8.016517646287616e-11
0x32aA32b06Fd0DEbA10FC80B8501EF8c536Ec1178,24462046279644020000,4892409255928804000,24.46204627964402,4.892409255928804
0x32b4BaB1245286448d830bc7a4258f7A29548fa8,400854378.31438076,80170875.66287616,4.0085437831438074e-10,8.017087566287616e-11
0x32D26C519F8E23F0d705262fc86903e7DF128604,89115575479463380000,17823115095892677000,89.11557547946337,17.82311509589268
0x33184C52c5B131bd71dD01837CA484667C30549f,249902498243289150,49980499648657830,0.24990249824328914,0.04998049964865783
0x333272052b302F73543889876454bB8EfA78676C,54534503034238530000,10906900606847707000,54.53450303423853,10.906900606847707
0x33482ad919a79B7F17aC1371a4Afa83A179005A0,122343822016653900000,24468764403330780000,122.3438220166539,24.46876440333078
0x3352EE184A87017567f8cDf49dC734cD54cd2Cd7,400853489.31438076,80170697.86287615,4.0085348931438075e-10,8.017069786287615e-11
0x3376CFDbAF672F8cCD5B2BeC20000B583beDc658,400820915.31438076,80164183.06287615,4.0082091531438075e-10,8.016418306287615e-11
0x33c8b2Aba4ca27F4eD06d28799679ad48B59E9F5,92053202267356790000,18410640453471360000,92.0532022673568,18.41064045347136
0x33E03887dF35ea986aBe5691032946c10FCb99F9,95584289464094330000,19116857892818866000,95.58428946409433,19.116857892818867
0x33F580A02F44c9fF6A02913E2cd5468FFaeE3147,419748239004984700000,83949647800996940000,419.74823900498467,83.94964780099694
0x340f04Fe12BCa7fB1F13718Db50a34fa61b79Bf3,6.834095142274316e+21,1.3668190284548633e+21,6834.095142274316,1366.8190284548632
0x341b034B71B01968104d9133b1AFf0a2D747Be01,253918022423769200,50783604484753840,0.2539180224237692,0.05078360448475384
0x342dda93de56f3912795981fDDC5828663FA1226,539428799579138160000,107885759915827630000,539.4287995791382,107.88575991582762
0x345bD854211047C93a897185Cdde9095addc6b64,400845839.31438076,80169167.86287615,4.0084583931438074e-10,8.016916786287614e-11
0x3465A19683D3E2d2B4eC3661E9d78d352d9A4569,249427349925204540,49885469985040910,0.24942734992520454,0.04988546998504091
0x349B695B6d4af7944d760281fb9dFFE6d2B7CD91,906950115721854600000,181390023144370930000,906.9501157218546,181.39002314437093
0x34Aa0A6E3896C1c08cb5cf2b3D8e35D82D072CcA,400835366.31438076,80167073.26287615,4.0083536631438075e-10,8.016707326287615e-11
0x34af4bC258AE750CDCe9A11d35eCF84784c89470,400853328.31438076,80170665.66287616,4.0085332831438077e-10,8.017066566287616e-11
0x34d8575Ec66968Ab4EA07F7031Ed6a74C213B704,69359557068356040000,13871911413671209000,69.35955706835604,13.871911413671208
0x34F3A699AE7ce0F39a4c346fc62D2DB37B312A73,760242457124964500000,152048491424992920000,760.2424571249645,152.04849142499293
0x3514C0b754baA79f50f4bA533D833A4086259369,379652325851657400000,75930465170331480000,379.6523258516574,75.93046517033149
0x3543a4B0450affA2BA7dED19400Bc627403a5f9d,400854620.31438076,80170924.06287615,4.0085462031438077e-10,8.017092406287615e-11
0x356b2AF14950372FAB813c1cA44F5cd3C85916f0,400854297.31438076,80170859.46287616,4.0085429731438075e-10,8.017085946287616e-11
0x357856bc82F46ff96B4c49D03eA9176D33bc0725,248771044666313660,49754208933262740,0.24877104466631367,0.04975420893326274
0x358203698Ba686A9fD70bcF53411D37b54E027A5,4093530370717729000,818706074143545700,4.093530370717729,0.8187060741435457
0x3593040F9275B98ACE0D149502336459295de54b,1.0625288192486187e+22,2.1250576384972373e+21,10625.288192486187,2125.0576384972373
0x3597FE5f85ef4c23c94B8A53Dd94C8106B90bfDd,980313445407018200000,196062689081403640000,980.3134454070182,196.06268908140365
0x35F6f48BD0A4C4e2Ac1b8a29ddc51B78357F4D12,12325696732398674000,2465139346479735000,12.325696732398674,2.465139346479735
0x35f7A4f56FCF2A77b51a8f5FfBE2642BA293cE14,400849540.31438076,80169908.06287615,4.008495403143808e-10,8.016990806287615e-11
0x3604b99417B079f20943410944709FcacB7334cc,400853813.31438076,80170762.66287616,4.0085381331438076e-10,8.017076266287616e-11
0x36687E2EE8101Cc66682d3Ab73320100419fBFB0,400833029.31438076,80166605.86287615,4.0083302931438076e-10,8.016660586287615e-11
0x368B6c62d29c288039133249CD6940966adCD363,229100122712564040000,45820024542512810000,229.10012271256403,45.820024542512805
0x368F020a6c426330729fe5FF00cBf6BEeaa14Cac,2070017630312497200,414003526062499460,2.0700176303124973,0.41400352606249946
0x369B0A3E8e98f43A4AD3FA26d56BEf9e670aB6a7,400833835.31438076,80166767.06287615,4.0083383531438077e-10,8.016676706287615e-11
0x36B0eE89dd4b2378B18c0360B155b3bf5E05a325,8969764812244994000,1793952962448999000,8.969764812244994,1.793952962448999
0x36Bb73C68e4909D2f6B0911DBf82aCd9a7086961,209095470719224900000,41819094143844980000,209.0954707192249,41.819094143844985
0x36d409301a7377E8298c0E7aE4b36f37A7a58E33,474760024615960800,94952004923192160,0.47476002461596084,0.09495200492319215
0x373aB473C1eef5E996DAb3650d73f3604d5Feb7C,210447536789799680,42089507357959940,0.2104475367897997,0.04208950735795994
0x373B75E699AAC3523Ddf7a7f31F6b29B25B69f6C,312392166068711600,62478433213742320,0.3123921660687116,0.06247843321374232
0x374F52B5Cc16447Ab2192B7f637c9c902f00d3Ba,4089994159651657700,817998831930331500,4.089994159651658,0.8179988319303315
0x37566F893036145951c8E4a05793b50BBc9995b5,500156180350348950000,100031236070069800000,500.15618035034896,100.0312360700698
0x3763Ee05f03b15a0Ddb80DD8aC74A58082E03110,1.5122286502383945e+21,302445730047678900000,1512.2286502383945,302.44573004767886
0x3767b4BB4f2f27e3Ba2946191b0fb4b2C71d5E42,400824520.31438076,80164904.06287615,4.008245203143808e-10,8.016490406287615e-11
0x3770b293c235246d73f4fC093C4c88bE1a2DC23a,400853651.31438076,80170730.26287615,4.008536513143808e-10,8.017073026287615e-11
0x377F3E9feF21E1A4E635734617f04ABAbDC5493a,913057487002312000000,182611497400462400000,913.057487002312,182.6114974004624
0x3781D2c034af45C140E8b6890912F804B43421af,400838267.31438076,80167653.46287616,4.0083826731438074e-10,8.016765346287616e-11
0x37c7A86fb5dB6A02E9cA65E94E8169EBE32F7e1b,583547182858452340000,116709436571690470000,583.5471828584523,116.70943657169046
0x37D6DadE1E4b763F93D89C4c2cc68dc2056C30bc,5384477586487547000,1076895517297509400,5.384477586487547,1.0768955172975094
0x37dCD301168C2bD2883Cb7Da7Be60314871b4c4B,249271616150407040,49854323230081410,0.24927161615040705,0.04985432323008141
0x37ED6C1BD75Fc9eCdd302481221b521829614805,400854297.31438076,80170859.46287616,4.0085429731438075e-10,8.017085946287616e-11
0x382492AeA5eA7B00f9C41A8a0Fb61203cD2896DC,400850424.31438076,80170084.86287615,4.0085042431438075e-10,8.017008486287615e-11
0x3831af65c52D123AcFEEB7d880e5de3460676d0e,1.8046287081454109e+21,360925741629082200000,1804.6287081454109,360.92574162908215
0x384f60dC618C82Fb10Ce9fBd7C1Babf3b89f747c,208210624369015650000,41642124873803130000,208.21062436901565,41.64212487380313
0x386a742cEE4c1cB8fd86160c3C048ae178092D7a,1.1493964691831857e+21,229879293836637140000,1149.3964691831857,229.87929383663715
0x387540B09f43FC913A31da5a9146ad5F8eCE907D,400854378.31438076,80170875.66287616,4.0085437831438074e-10,8.017087566287616e-11
0x3880BE907b7Ce5278ce527C56ee10e54e66f2Ee4,1.585932052668415e+21,317186410533683000000,1585.932052668415,317.186410533683
0x38B9E70a6D5B12B287602DdE54b0613c6Fb4ca49,212520578897285600,42504115779457120,0.2125205788972856,0.04250411577945712
0x38F6A52D54449D1c35587cd6868c335F48AC70a3,870553576128590500,174110715225718080,0.8705535761285904,0.17411071522571808
0x38f817D0B7951854f34d59B9260fB4d5F64EF548,1.963785711741292e+21,392757142348258400000,1963.785711741292,392.7571423482584
0x3913eCc1C8e2A97a34F51efBcCAab5848081cdCd,102186068856005460000,20437213771201094000,102.18606885600546,20.437213771201094
0x39495656E3EbAcD8d056817bc7C51B524c59f855,400837300.31438076,80167460.06287615,4.0083730031438075e-10,8.016746006287614e-11
0x395182178ec1F8139DFfE616F65c4B8984dc5F21,400853489.31438076,80170697.86287615,4.0085348931438075e-10,8.017069786287615e-11
0x3957f1fd2247356199f2439Cf958fDa8Cbd1251E,7141989040034152000,1428397808006830600,7.141989040034153,1.4283978080068307
0x395AABf95e60e6ED588183311396b52d06C7b2aE,92817269614219070000,18563453922843810000,92.81726961421907,18.563453922843813
0x395c3Ae43E6656b5234dD85fb1154254e7D8EDe3,74791591749346540000,14958318349869308000,74.79159174934654,14.958318349869307
0x3965Ea66a747bE72EE3EddC41468514425b7163D,9044263265425489000,1808852653085097700,9.044263265425489,1.8088526530850977
0x398173c4AcFDdD96c0b27046C070e4912dEa5530,400848413.31438076,80169682.66287616,4.0084841331438074e-10,8.016968266287615e-11
0x39fD7187F2Fcec04792726b53ffE28CbfEfF7cbB,400854378.31438076,80170875.66287616,4.0085437831438074e-10,8.017087566287616e-11
0x3A26886973e34060442B53877A35C2F09637F2fE,425229606906247000,85045921381249390,0.42522960690624695,0.08504592138124939
0x3A3eb08d32B778f6512523c1bb1e5859B44d7146,400833029.31438076,80166605.86287615,4.0083302931438076e-10,8.016660586287615e-11
0x3A5571098AdE804939Fe40eE8eB82A0C841709D7,400829970.31438076,80165994.06287615,4.0082997031438077e-10,8.016599406287615e-11
0x3A93F6830f76B62aB9182B97f702e61d04bF7600,270474570246792020000,54094914049358406000,270.47457024679204,54.09491404935841
0x3Aa470e1a7377B36f8dfae62157d4fF12cDa93e3,33914533731465097000,6782906746293020000,33.9145337314651,6.78290674629302
0x3aeE6d8DDC1B75d4eA1facbfdd4018054899AD87,165823269533626800000,33164653906725360000,165.82326953362679,33.16465390672536
0x3B3796F32A0364e86b72B2C9F480F5257cB68462,400849218.31438076,80169843.66287616,4.0084921831438076e-10,8.016984366287616e-11
0x3B837BFbD44c75c078c5ABB19B772CB9640858F0,252711906072399650,50542381214479930,0.25271190607239963,0.05054238121447993
0x3b8AB4CBE56d86FfEcE7A4722b64B7A9194a561B,400853974.31438076,80170794.86287615,4.0085397431438074e-10,8.017079486287614e-11
0x3b924ace8abec3f9f50698b3B11B1fB140a78207,400815548.31438076,80163109.66287616,4.0081554831438075e-10,8.016310966287615e-11
0x3bb267198B7Bf70427C11CE68e5e8673E59FbC8c,400824439.31438076,80164887.86287615,4.0082443931438075e-10,8.016488786287615e-11
0x3Bd10B0acFBBC73B3f75e1f945d7798C5944A858,1.1168073832273761e+21,223361476645475220000,1116.807383227376,223.36147664547522
0x3bD31c9600821B450eA4A024d2883acc609d58f2,400821075.31438076,80164215.06287615,4.0082107531438074e-10,8.016421506287615e-11
0x3c30765cae26cc563411E08f3084387BDD557E74,40608240863215110000,8121648172643022000,40.60824086321511,8.121648172643022
0x3C35C90DF12c3f51246c422fB27556B286EB0Fa7,400834560.31438076,80166912.06287615,4.0083456031438074e-10,8.016691206287615e-11
0x3C52475d071425f1b137cab9e0971F53434b023D,17360088032144785000,3472017606428957000,17.360088032144784,3.4720176064289574
0x3C8efe41CCc9Da3942BF2Fdf53557e59E7F4caae,502364287204304900000,100472857440860980000,502.3642872043049,100.47285744086098
0x3C9d136171Ceb4c3dAdA8a8F0f6723Ae0D5B5eED,400854378.31438076,80170875.66287616,4.0085437831438074e-10,8.017087566287616e-11
0x3Cc2627B3634a211001fa9F0F8EBd66f317236d8,65949275382663610000,13189855076532722000,65.94927538266361,13.189855076532721
0x3cdC51448DED6Ee3B7938712E31850273c04e22B,400827805.31438076,80165561.06287615,4.008278053143808e-10,8.016556106287615e-11
0x3Cf807B5f994f2860f44860B2E3221847f4cFfe2,199245838352127500000,39849167670425500000,199.2458383521275,39.8491676704255
0x3CF8C4AcaD10736759Eada8D9211d672052e3283,29943213897364505000,5988642779472901000,29.943213897364505,5.988642779472901
0x3cfB5a9637E9565dE75c26B987C60080a0Fbab4d,400833513.31438076,80166702.66287616,4.0083351331438075e-10,8.016670266287615e-11
0x3d12Eb7696D8Fb539cA7b82c0584a3Cf64eBD625,9923510530032601000,1984702106006520300,9.923510530032601,1.9847021060065204
0x3d27c63c0FD9a44d5e6c8F6B24916C96a20E6Cc6,400854782.31438076,80170956.46287616,4.0085478231438074e-10,8.017095646287616e-11
0x3D51847413663696741ccC5081c1E9744B01c3E7,77685102212498880000,15537020442499777000,77.68510221249888,15.537020442499777
0x3d90254cA6C135ACB672608c85d82b1FE4ea6F13,400828606.31438076,80165721.26287615,4.008286063143808e-10,8.016572126287615e-11
0x3dC4Adc09054141627cbe37653F4B16928CB4B1B,400841248.31438076,80168249.66287616,4.008412483143808e-10,8.016824966287616e-11
0x3DcfB88Cd7D3187A340ea511E69Fa5367FB99EF0,400848655.31438076,80169731.06287615,4.0084865531438077e-10,8.016973106287616e-11
0x3Dfa74b36B52714d13C99513D6CA943c25329d7f,22925483198061175000,4585096639612235000,22.925483198061176,4.585096639612234
